"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","reserved_room_type","customer_type","adr","total_of_special_requests"
"City Hotel",1,148,2017,"May",18,1,1,2,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",1,228,2017,"May",18,1,1,2,2,0,0,"SC","Online TA","A","Transient",110,1
"City Hotel",1,61,2017,"May",18,1,1,2,2,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",1,5,2017,"May",18,1,1,2,1,0,0,"SC","Offline TA/TO","E","Transient",190,1
"City Hotel",1,12,2017,"May",18,1,1,2,1,0,0,"BB","Offline TA/TO","E","Transient",6,0
"City Hotel",1,327,2017,"May",18,2,0,2,1,0,0,"SC","Online TA","A","Transient",99,0
"City Hotel",1,327,2017,"May",18,2,0,2,1,0,0,"SC","Online TA","A","Transient",99,0
"City Hotel",1,102,2017,"May",18,2,0,4,1,0,0,"SC","Online TA","A","Transient",111,1
"City Hotel",1,40,2017,"May",18,2,0,4,2,0,0,"SC","Online TA","A","Transient",149,0
"City Hotel",1,82,2017,"May",18,3,0,3,2,0,0,"SC","Online TA","A","Transient",108,0
"City Hotel",1,82,2017,"May",18,3,0,3,2,0,0,"SC","Online TA","A","Transient",108,0
"City Hotel",1,9,2017,"May",18,3,0,4,2,0,0,"SC","Online TA","A","Transient",150,1
"City Hotel",1,83,2017,"May",18,3,0,4,2,0,0,"BB","Online TA","D","Transient",135,0
"City Hotel",1,60,2017,"May",18,6,0,1,1,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",1,40,2017,"May",19,7,2,1,2,0,0,"SC","Online TA","A","Transient",149,0
"City Hotel",1,83,2017,"May",19,8,1,2,3,0,0,"BB","Online TA","D","Transient",171,0
"City Hotel",1,316,2017,"May",19,9,0,2,3,0,0,"BB","Online TA","D","Transient",142.2,1
"City Hotel",1,15,2017,"May",19,9,0,3,2,0,0,"BB","Online TA","D","Transient",180,2
"City Hotel",1,57,2017,"May",19,10,0,1,2,0,0,"SC","Online TA","A","Transient",134.1,0
"City Hotel",1,57,2017,"May",19,10,0,1,2,0,0,"BB","Online TA","A","Transient",152.1,1
"City Hotel",1,34,2017,"May",19,10,0,1,2,0,0,"BB","Online TA","A","Transient",169,1
"City Hotel",1,196,2017,"May",19,10,0,2,2,0,0,"BB","Online TA","D","Transient",143.55,2
"City Hotel",1,196,2017,"May",19,10,0,2,2,0,0,"BB","Online TA","D","Transient",143.55,2
"City Hotel",1,324,2017,"May",19,11,0,1,2,0,0,"SC","Online TA","A","Transient",99,3
"City Hotel",1,78,2017,"May",19,11,0,2,2,0,0,"BB","Online TA","D","Transient",153,0
"City Hotel",1,78,2017,"May",19,11,0,2,2,0,0,"BB","Online TA","D","Transient",153,0
"City Hotel",1,91,2017,"May",19,11,1,3,2,0,0,"SC","Online TA","A","Transient",127.25,1
"City Hotel",1,156,2017,"May",19,12,1,2,1,0,0,"BB","Online TA","A","Transient",130.8,0
"City Hotel",1,156,2017,"May",19,12,1,2,1,0,0,"BB","Direct","A","Transient",116.67,0
"City Hotel",1,88,2017,"May",19,12,1,2,3,0,0,"BB","Online TA","D","Transient",183,0
"City Hotel",1,224,2017,"May",20,14,1,0,2,0,0,"SC","Online TA","A","Transient",107.1,1
"City Hotel",1,104,2017,"May",20,16,0,3,1,0,0,"SC","Online TA","A","Transient",117,0
"City Hotel",1,13,2017,"May",20,16,0,5,2,0,0,"BB","Online TA","D","Transient",182,2
"City Hotel",1,13,2017,"May",20,16,0,5,2,0,0,"BB","Online TA","D","Transient",182,2
"City Hotel",1,79,2017,"May",20,17,2,4,2,0,0,"SC","Direct","A","Transient",135,0
"City Hotel",1,151,2017,"May",20,19,0,1,2,0,0,"BB","Online TA","A","Transient",140,1
"City Hotel",1,151,2017,"May",20,19,0,1,2,0,0,"BB","Online TA","A","Transient",140,1
"City Hotel",1,24,2017,"May",20,19,0,2,2,0,0,"SC","Online TA","A","Transient",128,1
"City Hotel",1,77,2017,"May",20,20,2,1,2,0,0,"SC","Online TA","A","Transient",144,0
"City Hotel",1,18,2017,"May",21,22,1,0,2,0,0,"BB","Direct","E","Transient",195,0
"City Hotel",1,28,2017,"May",21,22,1,2,1,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",1,23,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",1,124,2017,"May",21,27,0,1,1,0,0,"SC","Online TA","A","Transient",108,0
"City Hotel",1,283,2017,"May",21,27,1,1,2,0,0,"HB","Online TA","A","Transient",126.9,2
"City Hotel",1,127,2017,"May",21,27,2,2,2,0,0,"BB","Online TA","A","Transient",126,1
"City Hotel",1,87,2017,"May",22,30,0,3,2,0,0,"SC","Online TA","A","Transient",130.67,0
"City Hotel",1,25,2017,"May",22,31,0,1,2,0,0,"BB","Online TA","A","Transient",160,1
"City Hotel",1,80,2017,"May",22,31,0,2,2,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",1,31,2017,"June",22,1,0,2,2,0,0,"SC","Online TA","A","Transient",140,1
"City Hotel",1,16,2017,"June",22,2,0,1,2,0,0,"SC","Online TA","A","Transient",140,1
"City Hotel",1,43,2017,"June",22,3,2,5,2,0,0,"SC","Online TA","A","Transient",140,1
"City Hotel",1,40,2017,"June",23,5,1,4,2,0,0,"BB","Online TA","E","Transient",196,2
"City Hotel",1,34,2017,"June",23,5,1,5,1,0,0,"SC","Online TA","A","Transient",130,1
"City Hotel",1,38,2017,"June",23,8,0,2,2,1,0,"BB","Online TA","A","Transient",160,1
"City Hotel",1,31,2017,"June",23,8,0,3,2,0,0,"SC","Online TA","A","Transient",146.67,1
"City Hotel",1,31,2017,"June",24,11,2,1,2,0,0,"BB","Online TA","A","Transient",126.67,1
"City Hotel",1,156,2017,"June",24,14,0,2,2,0,0,"SC","Online TA","A","Transient",126,1
"City Hotel",1,134,2017,"June",24,14,2,4,2,0,0,"SC","Online TA","A","Transient",108,0
"City Hotel",1,51,2017,"June",25,20,0,2,3,0,0,"BB","Online TA","E","Transient",200,1
"City Hotel",1,51,2017,"June",25,20,0,2,2,0,0,"BB","Online TA","E","Transient",240,1
"City Hotel",1,19,2017,"June",25,20,0,4,2,2,0,"BB","Online TA","F","Transient",250,1
"City Hotel",1,51,2017,"June",25,21,0,4,2,0,0,"SC","Online TA","A","Transient",135,1
"City Hotel",1,51,2017,"June",25,21,0,4,2,0,0,"SC","Online TA","A","Transient",135,1
"City Hotel",1,139,2017,"June",25,22,0,3,2,0,0,"BB","Online TA","D","Transient",126,1
"City Hotel",1,64,2017,"June",26,26,1,0,3,0,0,"BB","Direct","F","Transient",265,0
"City Hotel",1,25,2017,"June",26,27,0,2,2,0,0,"BB","Direct","E","Transient",140,0
"City Hotel",1,14,2017,"June",26,28,0,1,2,0,0,"BB","Direct","D","Transient",118.2,0
"City Hotel",1,272,2017,"June",26,28,0,3,3,0,0,"BB","Online TA","D","Transient",149.4,1
"City Hotel",1,272,2017,"June",26,28,0,3,2,0,0,"BB","Online TA","A","Transient",117,1
"City Hotel",1,36,2017,"June",26,29,0,1,2,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",1,0,2017,"June",26,29,0,2,2,0,0,"BB","Online TA","A","Transient-Party",117,1
"City Hotel",1,0,2017,"June",26,29,0,2,3,0,0,"BB","Online TA","D","Transient-Party",149.4,1
"City Hotel",1,185,2017,"June",26,29,0,3,2,2,0,"BB","Online TA","F","Transient",192.7,0
"City Hotel",1,125,2017,"June",26,29,0,3,1,0,0,"BB","Direct","A","Transient",95.7,0
"City Hotel",1,125,2017,"June",26,29,0,3,2,0,0,"BB","Direct","D","Transient",118.2,0
"City Hotel",1,96,2017,"June",26,29,2,3,1,0,0,"SC","Online TA","A","Transient",120,0
"City Hotel",1,39,2017,"July",27,2,2,0,2,0,0,"BB","Online TA","D","Transient",139,0
"City Hotel",1,112,2017,"July",27,3,1,2,2,2,0,"BB","Online TA","F","Transient",230,0
"City Hotel",1,155,2017,"July",27,3,1,3,3,0,0,"BB","Online TA","D","Transient",152.1,0
"City Hotel",1,195,2017,"July",27,5,0,4,3,0,0,"BB","Online TA","D","Transient",147.9,0
"City Hotel",1,225,2017,"July",27,5,1,4,1,0,0,"BB","Online TA","A","Transient",99.9,0
"City Hotel",1,223,2017,"July",27,5,1,4,2,0,0,"SC","Online TA","A","Transient",89.1,0
"City Hotel",1,78,2017,"July",27,6,0,3,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",1,315,2017,"July",27,7,0,1,2,0,0,"BB","Online TA","B","Transient",91.85,3
"City Hotel",1,315,2017,"July",27,7,0,1,2,0,0,"SC","Online TA","A","Transient",89.1,2
"City Hotel",1,315,2017,"July",27,7,0,1,0,2,0,"BB","Online TA","B","Transient",91.85,2
"City Hotel",1,315,2017,"July",27,7,0,1,2,0,0,"BB","Online TA","B","Transient",91.85,3
"City Hotel",1,315,2017,"July",27,7,0,1,0,2,0,"BB","Online TA","B","Transient",91.85,2
"City Hotel",1,315,2017,"July",27,7,0,1,0,2,0,"BB","Online TA","B","Transient",91.85,2
"City Hotel",1,315,2017,"July",27,7,0,1,2,0,0,"BB","Online TA","B","Transient",91.85,3
"City Hotel",1,99,2017,"July",27,8,1,1,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",1,140,2017,"July",27,8,2,1,3,0,0,"HB","Online TA","E","Transient",177.3,0
"City Hotel",1,134,2017,"July",27,8,2,2,2,0,0,"SC","Online TA","A","Transient",80.19,0
"City Hotel",1,134,2017,"July",27,8,2,2,2,0,0,"SC","Online TA","A","Transient",80.19,0
"City Hotel",1,134,2017,"July",27,8,2,2,2,0,0,"BB","Online TA","E","Transient",128.79,0
"City Hotel",1,146,2017,"July",27,8,2,3,2,0,0,"BB","Online TA","D","Transient",116.1,0
"City Hotel",1,153,2017,"July",28,9,1,0,2,0,0,"SC","Online TA","A","Transient",89.1,0
"City Hotel",1,34,2017,"July",28,9,2,2,2,0,0,"SC","Online TA","A","Transient",130,1
"City Hotel",1,34,2017,"July",28,9,2,2,2,0,0,"SC","Online TA","A","Transient",130,1
"City Hotel",1,56,2017,"July",28,10,1,1,2,1,0,"BB","Online TA","A","Transient",160,1
"City Hotel",1,238,2017,"July",28,13,2,4,2,0,0,"BB","Online TA","D","Transient",122.83,2
"City Hotel",1,138,2017,"July",29,16,2,0,2,0,0,"SC","Online TA","A","Transient",108,0
"City Hotel",1,155,2017,"July",29,17,1,1,2,0,0,"BB","Online TA","D","Transient",152.1,0
"City Hotel",1,155,2017,"July",29,17,1,1,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,155,2017,"July",29,17,1,1,3,0,0,"SC","Online TA","A","Transient",89.1,0
"City Hotel",1,7,2017,"July",29,17,1,1,3,0,0,"BB","Online TA","D","Transient",210,0
"City Hotel",1,155,2017,"July",29,17,1,1,2,1,0,"BB","Online TA","A","Transient",125.1,1
"City Hotel",1,176,2017,"July",29,18,0,1,1,0,0,"BB","Online TA","A","Transient",98.1,0
"City Hotel",1,173,2017,"July",29,18,0,3,2,0,0,"SC","Online TA","A","Transient",89.1,0
"City Hotel",1,31,2017,"July",29,18,0,3,2,0,0,"SC","Online TA","A","Transient",140,1
"City Hotel",1,61,2017,"July",29,22,1,1,2,0,0,"BB","Direct","D","Transient",139.5,0
"City Hotel",1,150,2017,"July",29,22,1,1,3,0,0,"BB","Online TA","D","Transient",175.5,0
"City Hotel",1,150,2017,"July",29,22,2,1,3,0,0,"BB","Online TA","D","Transient",175.5,0
"City Hotel",1,150,2017,"July",29,22,2,1,2,0,0,"BB","Online TA","E","Transient",166.5,0
"City Hotel",1,150,2017,"July",29,22,2,1,3,0,0,"BB","Online TA","D","Transient",175.5,0
"City Hotel",1,53,2017,"July",29,22,2,1,3,0,0,"BB","Online TA","E","Transient",219.33,0
"City Hotel",1,56,2017,"July",30,24,1,4,2,0,0,"SC","Online TA","A","Transient",127.6,0
"City Hotel",1,56,2017,"July",30,24,1,4,2,0,0,"SC","Online TA","A","Transient",127.6,0
"City Hotel",1,106,2017,"July",30,25,0,1,2,0,0,"SC","Online TA","A","Transient",125,0
"City Hotel",1,4,2017,"July",30,26,0,2,2,0,0,"SC","Online TA","A","Transient",160,0
"City Hotel",1,80,2017,"July",30,26,0,4,2,2,0,"HB","Online TA","F","Transient",287,1
"City Hotel",1,45,2017,"July",31,30,2,1,1,0,0,"SC","Online TA","A","Transient",129,0
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,302,2017,"July",31,31,1,2,2,0,0,"SC","Online TA","A","Transient",89.1,1
"City Hotel",1,92,2017,"August",31,2,0,3,2,0,0,"SC","Online TA","A","Transient",125,2
"City Hotel",1,41,2017,"August",31,3,0,1,1,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",1,191,2017,"August",31,5,1,1,2,0,0,"BB","Online TA","D","Transient",139.5,0
"City Hotel",1,170,2017,"August",31,5,1,1,2,0,0,"BB","Online TA","D","Transient",139.5,0
"City Hotel",1,191,2017,"August",31,5,1,1,2,0,0,"BB","Online TA","D","Transient",139.5,0
"City Hotel",1,138,2017,"August",31,5,1,1,1,0,0,"BB","Online TA","D","Transient",147.25,0
"City Hotel",1,191,2017,"August",31,5,1,1,2,0,0,"BB","Online TA","D","Transient",139.5,0
"City Hotel",1,140,2017,"August",31,5,2,1,2,1,0,"BB","Online TA","A","Transient",154,0
"City Hotel",1,19,2017,"August",31,5,2,2,3,0,0,"BB","Online TA","E","Transient",260,1
"City Hotel",1,185,2017,"August",32,6,2,2,2,2,0,"BB","Online TA","F","Transient",235,0
"City Hotel",1,168,2017,"August",32,6,4,10,1,0,0,"BB","Online TA","A","Transient",119.83,1
"City Hotel",1,172,2017,"August",32,6,4,10,2,0,0,"SC","Online TA","A","Transient",113.32,0
"City Hotel",1,172,2017,"August",32,6,4,10,3,0,0,"BB","Online TA","D","Transient",173.83,0
"City Hotel",1,172,2017,"August",32,6,4,10,1,0,0,"BB","Online TA","A","Transient",128.83,1
"City Hotel",1,158,2017,"August",32,8,0,2,2,0,0,"SC","Online TA","A","Transient",118.75,1
"City Hotel",1,28,2017,"August",32,9,0,3,2,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",1,128,2017,"August",32,9,0,4,2,0,0,"SC","Online TA","A","Transient",125,1
"City Hotel",1,128,2017,"August",32,9,0,4,2,2,0,"BB","Online TA","F","Transient",235,1
"City Hotel",1,128,2017,"August",32,9,0,4,3,0,0,"BB","Online TA","D","Transient",195,1
"City Hotel",1,128,2017,"August",32,9,0,4,2,0,0,"SC","Online TA","A","Transient",125,1
"City Hotel",1,27,2017,"August",32,11,0,1,2,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",1,197,2017,"August",32,12,2,1,2,0,0,"BB","Direct","A","Transient",112.5,0
"City Hotel",1,197,2017,"August",32,12,2,1,2,0,0,"BB","Direct","A","Transient",112.5,0
"City Hotel",1,251,2017,"August",32,12,2,1,2,0,0,"SC","Online TA","A","Transient",112.5,2
"City Hotel",1,78,2017,"August",33,15,0,2,2,2,0,"BB","Online TA","F","Transient",240,2
"City Hotel",1,182,2017,"August",33,16,0,1,2,2,0,"BB","Online TA","F","Transient",235,0
"City Hotel",1,195,2017,"August",33,16,0,3,2,2,0,"BB","Online TA","F","Transient",235,0
"City Hotel",1,85,2017,"August",33,17,0,2,1,0,0,"BB","Online TA","D","Transient",190,2
"City Hotel",1,207,2017,"August",33,17,0,3,3,0,0,"BB","Online TA","D","Transient",167.7,0
"City Hotel",1,214,2017,"August",33,18,2,2,2,0,0,"BB","Online TA","D","Transient",130.78,0
"City Hotel",1,214,2017,"August",33,18,2,3,3,0,0,"BB","Online TA","D","Transient",155.52,0
"City Hotel",1,45,2017,"August",33,19,0,1,2,0,0,"SC","Online TA","A","Transient",140,0
"City Hotel",1,195,2017,"August",33,19,2,1,2,0,0,"SC","Online TA","A","Transient",95.7,0
"City Hotel",1,195,2017,"August",33,19,2,1,3,0,0,"BB","Online TA","D","Transient",158.7,0
"City Hotel",1,176,2017,"August",33,19,2,3,2,0,0,"BB","Online TA","A","Transient",115.02,1
"City Hotel",1,121,2017,"August",34,20,2,4,2,0,0,"SC","Online TA","A","Transient",125,1
"City Hotel",1,12,2017,"August",34,21,1,2,2,0,0,"BB","Direct","D","Transient",144,0
"City Hotel",1,211,2017,"August",34,22,0,1,1,0,0,"BB","Online TA","A","Transient",108,1
"City Hotel",1,91,2017,"August",34,23,0,1,1,0,0,"BB","Online TA","A","Transient",140,2
"City Hotel",1,42,2017,"August",34,23,0,2,2,0,0,"SC","Online TA","A","Transient",129,1
"City Hotel",1,141,2017,"August",34,23,0,2,2,0,0,"BB","Direct","D","Transient",150,2
"City Hotel",1,17,2017,"August",34,23,0,2,2,0,0,"SC","Online TA","A","Transient",129.5,1
"City Hotel",1,93,2017,"August",34,24,1,3,3,0,0,"BB","Online TA","D","Transient",192,0
"City Hotel",1,81,2017,"August",34,26,1,1,1,0,0,"BB","Online TA","D","Transient",170,1
"City Hotel",1,79,2017,"August",34,26,2,3,3,0,0,"BB","Online TA","E","Transient",240,0
"City Hotel",1,162,2017,"August",34,26,2,3,2,2,0,"BB","Online TA","F","Transient",235,0
"City Hotel",1,66,2017,"August",35,27,1,0,1,0,0,"SC","Online TA","A","Transient",130,0
"City Hotel",1,17,2017,"August",35,27,1,0,2,0,0,"SC","Online TA","A","Transient",89,1
"City Hotel",1,168,2017,"August",35,27,2,1,3,0,0,"BB","Online TA","D","Transient",175.5,0
"City Hotel",1,33,2017,"August",35,27,2,1,3,0,0,"BB","Online TA","E","Transient",223,0
"City Hotel",1,305,2017,"August",35,28,1,2,2,0,0,"BB","Online TA","A","Transient",107.1,2
"City Hotel",1,47,2017,"August",35,30,0,2,3,0,0,"BB","Online TA","D","Transient",210,3
"City Hotel",1,68,2017,"August",35,31,0,2,2,0,0,"SC","Online TA","A","Transient",129,1
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,2,0,0,"BB","Groups","A","Transient-Party",60,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,241,2015,"October",43,19,1,2,1,0,0,"BB","Groups","A","Transient-Party",50,0
"City Hotel",0,24,2015,"September",36,3,0,2,2,0,0,"BB","Online TA","A","Transient",80.85,1
"City Hotel",0,17,2015,"September",36,5,2,1,1,0,0,"BB","Online TA","A","Transient",69.49,0
"City Hotel",0,0,2015,"September",37,12,2,2,1,0,0,"BB","Direct","A","Group",114,0
"City Hotel",0,3,2015,"September",38,19,1,1,2,0,0,"BB","Corporate","A","Transient",120,0
"City Hotel",0,3,2015,"September",38,19,1,1,1,0,0,"BB","Groups","A","Transient-Party",120,0
"City Hotel",0,1,2015,"September",39,20,1,0,1,0,0,"SC","Direct","A","Transient",69,0
"City Hotel",0,3,2015,"September",38,19,1,1,1,0,0,"BB","Groups","A","Transient-Party",120,0
"City Hotel",0,3,2015,"September",38,19,2,1,2,0,0,"BB","Corporate","A","Transient",120,0
"City Hotel",0,7,2015,"September",39,21,1,1,1,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,7,2015,"September",39,21,1,1,1,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,7,2015,"September",39,21,1,1,1,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,0,2015,"September",39,22,0,2,2,0,0,"SC","Online TA","A","Transient",117.04,1
"City Hotel",0,6,2015,"September",39,26,0,1,1,0,0,"SC","Direct","A","Transient",69,0
"City Hotel",0,0,2015,"September",39,26,0,1,1,0,0,"BB","Direct","A","Transient",180,0
"City Hotel",0,17,2015,"September",39,26,0,1,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,12,2015,"September",39,26,1,1,2,0,0,"BB","Direct","A","Transient",200,1
"City Hotel",0,12,2015,"September",39,26,1,1,2,0,0,"BB","Direct","A","Transient",200,1
"City Hotel",0,17,2015,"September",39,26,2,1,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,17,2015,"September",39,26,2,1,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,17,2015,"September",39,26,2,2,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,16,2015,"September",39,25,2,3,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,17,2015,"September",39,26,2,2,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,19,2015,"September",40,28,1,1,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,16,2015,"September",39,25,2,3,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,7,2015,"September",40,28,1,1,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,16,2015,"September",39,25,2,3,1,0,0,"BB","Groups","A","Transient-Party",170,0
"City Hotel",0,18,2015,"October",40,2,0,1,2,0,0,"BB","Online TA","A","Transient",82.39,1
"City Hotel",0,9,2015,"October",41,4,2,0,1,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,14,2015,"October",41,5,1,0,1,0,0,"BB","Online TA","A","Contract",120,1
"City Hotel",0,1,2015,"October",41,6,0,1,2,0,0,"BB","Direct","E","Transient",146,0
"City Hotel",0,5,2015,"October",41,4,2,1,1,0,0,"BB","Online TA","A","Transient",96,0
"City Hotel",0,23,2015,"October",41,9,0,1,2,0,0,"BB","Offline TA/TO","D","Transient",96.3,0
"City Hotel",0,22,2015,"October",41,9,0,1,2,0,0,"BB","Online TA","A","Transient",82.39,2
"City Hotel",0,0,2015,"October",41,7,0,4,1,0,0,"BB","Online TA","D","Transient",159.75,1
"City Hotel",0,0,2015,"October",41,9,0,2,1,0,0,"SC","Online TA","A","Transient",117.04,1
"City Hotel",0,1,2015,"October",41,9,2,2,2,0,0,"BB","Online TA","A","Transient",145,2
"City Hotel",0,1,2015,"October",42,14,0,1,2,0,0,"BB","Direct","A","Transient",12,0
"City Hotel",0,10,2015,"October",42,15,0,1,1,0,0,"BB","Direct","E","Transient",146,0
"City Hotel",0,0,2015,"October",43,18,1,0,1,0,0,"SC","Online TA","A","Transient",87.78,0
"City Hotel",0,6,2015,"October",43,18,2,2,2,0,0,"BB","Online TA","A","Transient",97.02,1
"City Hotel",0,7,2015,"October",43,21,0,1,2,0,0,"BB","Direct","A","Transient",114,0
"City Hotel",0,7,2015,"October",43,22,0,1,2,0,0,"SC","Online TA","A","Transient",114,1
"City Hotel",0,11,2015,"October",43,23,0,1,2,0,0,"BB","Online TA","D","Contract",136,0
"City Hotel",0,3,2015,"October",43,22,0,3,2,0,0,"SC","Online TA","A","Contract",114,1
"City Hotel",0,8,2015,"October",43,20,1,5,2,0,0,"BB","Offline TA/TO","D","Transient",85,0
"City Hotel",0,0,2015,"October",43,23,2,2,1,0,0,"BB","Direct","A","Transient",96,0
"City Hotel",0,0,2015,"November",45,1,1,0,2,1,0,"BB","Online TA","A","Transient",90.4,0
"City Hotel",0,0,2015,"November",45,5,0,2,2,0,0,"BB","Direct","A","Transient",95,0
"City Hotel",0,21,2015,"November",45,5,0,2,2,0,0,"BB","Online TA","A","Transient",76,0
